x1,x2,y
3.9624999999999995,0.9689215766113152,0.0
4.015,0.9731019351305948,0.0
4.0675,0.9769842887876896,0.0
4.12,0.9805674486421353,0.0
4.172499999999999,0.9838503173792311,0.0
4.225,0.9868318896460844,0.0
4.2775,0.9895112523594912,0.0
4.33,0.9918875849855618,0.0
4.382499999999999,0.9939601597910019,0.0
4.435,0.995728342065976,0.0
4.4875,0.997191590318482,0.0
4.54,0.9983494564401788,0.0
4.5925,0.9992015858436161,0.0
4.645,0.9997477175708239,0.0
4.6975,0.9999876843732294,0.0
4.75,0.9999214127628748,0.0
4.8025,0.9995489230349227,0.0
4.8549999999999995,0.9988703292614413,0.0
4.9075,0.9978858392564697,0.0
4.96,0.9965957545123776,0.0
5.0125,0.9950004701075351,1.0
5.0649999999999995,0.9931004745853229,1.0
5.1175,0.9908963498045199,1.0
5.17,0.9883887707611135,1.0
5.2225,0.9855785053815873,1.0
5.2749999999999995,0.9824664142877498,1.0
5.3275,0.9790534505331753,1.0
5.38,0.9753406593113388,1.0
5.4325,0.9713291776355344,1.0
5.484999999999999,0.9670202339906727,1.0
5.5375,0.9624151479570675,1.0
5.59,0.9575153298063249,1.0
5.6425,0.9523222800694582,1.0
5.694999999999999,0.9468375890773622,1.0
5.7475,0.9410629364737862,1.0
5.8,0.9350000907009578,1.0
5.8525,0.9286509084580095,1.0
5.904999999999999,0.92201733413238,1.0
5.9575,0.9151013992043606,1.0
6.01,0.9079052216249702,1.0
6.0625,0.9004310051673499,1.0
6.114999999999999,0.8926810387518738,1.0
6.1674999999999995,0.8846576957451848,1.0
6.22,0.8763634332333714,1.0
6.2725,0.8678007912695024,1.0
6.325,0.8589723920957564,1.0
6.3774999999999995,0.8498809393403808,1.0
6.43,0.8405292171897254,1.0
6.4825,0.8309200895356093,1.0
6.535,0.8210564990982746,1.0
6.5874999999999995,0.8109414665252022,1.0
6.64,0.8005780894660617,1.0
6.6925,0.7899695416240806,1.0
6.745,0.7791190717841229,1.0
6.797499999999999,0.7680300028177731,1.0
6.85,0.7567057306657335,1.0
6.9025,0.7451497232978439,1.0
6.955,0.7333655196510427,1.0
7.007499999999999,0.7213567285455954,1.0
7.06,0.7091270275799209,1.0
7.1125,0.6966801620043567,1.0
7.165,0.6840199435742046,1.0
7.217499999999999,0.6711502493824109,1.0
7.27,0.6580750206722362,1.0
7.3225,0.6447982616302814,1.0
7.375,0.6313240381602364,1.0
7.427499999999999,0.6176564766377288,1.0
7.4799999999999995,0.6037997626466532,1.0
7.532499999999999,0.5897581396973703,1.0
7.584999999999999,0.575535907927163,1.0
7.637499999999999,0.5611374227833549,1.0
7.6899999999999995,0.5465670936894872,1.0
7.7425,0.5318293826949682,1.0
7.795,0.5169288031086047,1.0
7.8475,0.5018699181164369,1.0
7.9,0.4866573393842983,1.0
7.952500000000001,0.4712957256455291,1.0
8.004999999999999,0.4557897812742757,1.0
8.0575,0.44014425484481173,1.0
8.11,0.42436393767732616,1.0
8.1625,0.40845366237061775,1.0
8.215,0.3924183013221495,1.0
8.2675,0.37626276523591545,1.0
8.32,0.3599920016185756,1.0
8.3725,0.3436109932643206,1.0
8.424999999999999,0.3271247567289309,1.0
8.4775,0.3105383407934934,1.0
8.53,0.2938568249182548,1.0
8.5825,0.27708531768707456,1.0
8.635,0.2602289552429616,1.0
8.6875,0.24329289971517046,1.0
8.74,0.22628233763833988,1.0
8.7925,0.2092024783641569,1.0
8.844999999999999,0.19205855246603443,1.0
8.897499999999999,0.17485581013728568,1.0
8.95,0.15759951958329865,1.0
9.0025,0.1402949654081859,1.0
9.055,0.12294744699641684,1.0
9.1075,0.10556227688992245,1.0
9.16,0.08814477916117101,1.0
9.2125,0.07070028778271245,1.0
9.264999999999999,0.05323414499369137,1.0
9.317499999999999,0.03575169966382634,1.0
9.37,0.01825830565536293,1.0
9.4225,0.0007593201834935645,1.0
9.475,-0.0167398978242474,1.0
9.5275,-0.03423398936911329,1.0
9.58,-0.05171759702229664,1.0
9.6325,-0.06918536656559987,1.0
9.685,-0.08663194863112275,1.0
9.737499999999999,-0.10405200033946409,1.0
9.79,-0.12144018693593858,1.0
9.8425,-0.13879118342430105,1.0
9.895,-0.15609967619748663,1.0
9.9475,-0.17336036466486116,1.0
10.0,-0.19056796287548539,1.0
